2500 0.000010390 
5000 0.000022116 
7500 0.000033066
10000 0.000045581  
12500 0.000059066  
15000 0.000060918  
17500 0.000074012  
20000 0.000081651  
22500 0.000097323  
25000 0.000102768  
27500 0.000119127  
30000 0.000127908  
32500 0.000138726  
35000 0.000141245  
37500 0.000149251  
40000 0.000158726  
42500 0.000166360 
45000 0.000175325  
47500 0.000183142 
50000 0.000193234
